City_State,City,State, Postal, Latitude, Longitude, Number of POI
Spring Church_PA,Spring Church,PA,15686,40.608459,-79.474525,3
Vandergrift_PA,Vandergrift,PA,15690,40.637092,-79.540408,6
Indiana_PA,Indiana,PA,15701,40.62021,-79.192937,14
Anita_PA,Anita,PA,15711,41.000358,-78.964401,1
Northern Cambria_PA,Northern Cambria,PA,15714,40.655877,-78.779549,8
Blairsville_PA,Blairsville,PA,15717,40.448537,-79.219039,3
Carrolltown_PA,Carrolltown,PA,15722,40.602354,-78.708591,1
Clymer_PA,Clymer,PA,15728,40.639257,-78.94497,2
Commodore_PA,Commodore,PA,15729,40.735066,-78.918668,2
Elderton_PA,Elderton,PA,15736,40.691378,-79.339459,2
Home_PA,Home,PA,15747,40.702348,-79.100964,1
Homer City_PA,Homer City,PA,15748,40.533528,-79.158956,2
Mahaffey_PA,Mahaffey,PA,15757,40.854431,-78.777291,1
Marion Center_PA,Marion Center,PA,15759,40.768692,-79.05454,2
Punxutawney_PA,Punxutawney,PA,15767,40.954224,-78.975443,1
Punxsutawney_PA,Punxsutawney,PA,15767,40.950359,-78.968729,10
Dubois_PA,Dubois,PA,15801,41.113387,-78.739386,6
du Bois_PA,du Bois,PA,15801,41.118369,-78.761762,2
Brockway_PA,Brockway,PA,15824,41.251296,-78.807453,2
Brookville_PA,Brookville,PA,15825,41.148314,-79.028252,7
Emporium_PA,Emporium,PA,15834,41.515054,-78.249153,10
Johnsonburg_PA,Johnsonburg,PA,15845,41.514636,-78.679122,4
Kersey_PA,Kersey,PA,15846,41.363987,-78.601238,1
Luthersburg_PA,Luthersburg,PA,15848,41.053551,-78.728106,1
Penfield_PA,Penfield,PA,15849,41.210539,-78.578186,1
Reynoldsville_PA,Reynoldsville,PA,15851,41.089495,-78.88429,4
Ridgway_PA,Ridgway,PA,15853,41.411872,-78.708637,5
St Marys_PA,St Marys,PA,15857,41.401935,-78.548252,8
Weedville_PA,Weedville,PA,15868,41.347536,-78.525863,1
Johnstown_PA,Johnstown,PA,15901,40.333196,-78.910694,14
Johnstown_PA,Johnstown,PA,15902,40.327077,-78.871488,8
Johnstown_PA,Johnstown,PA,15904,40.27291,-78.832759,14
Johnstown_PA,Johnstown,PA,15905,40.242579,-78.920516,10
Johnstown_PA,Johnstown,PA,15906,40.358663,-78.888928,9
Johnstown_PA,Johnstown,PA,15909,40.44199,-78.84327,1
Armagh_PA,Armagh,PA,15920,40.46607,-79.045562,2
Cairnbrook_PA,Cairnbrook,PA,15924,40.118966,-78.81477,2
Colver_PA,Colver,PA,15927,40.4935,-78.7452,4
Davidsville_PA,Davidsville,PA,15928,40.228228,-78.939588,1
Ebensburg_PA,Ebensburg,PA,15931,40.489605,-78.740356,4
Jerome_PA,Jerome,PA,15937,40.208762,-78.990844,1
Lilly_PA,Lilly,PA,15938,40.42409,-78.6205,2
Nanty Glo_PA,Nanty Glo,PA,15943,40.47819,-78.835965,4
New Florence_PA,New Florence,PA,15944,40.358344,-79.108161,3
Portage_PA,Portage,PA,15946,40.383023,-78.665366,5
Sidman_PA,Sidman,PA,15955,40.330486,-78.754371,3
Windber_PA,Windber,PA,15963,40.216478,-78.809943,5
Butler_PA,Butler,PA,16001,40.864767,-79.897736,30
Butler_PA,Butler,PA,16002,40.841286,-79.827954,5
Bruin_PA,Bruin,PA,16022,41.059702,-79.726038,1
Chicora_PA,Chicora,PA,16025,40.949784,-79.737442,1
East Brady_PA,East Brady,PA,16028,40.987097,-79.615953,3
Evans City_PA,Evans City,PA,16033,40.769227,-80.069266,2
Fenelton_PA,Fenelton,PA,16034,40.852566,-79.730168,1
Foxburg_PA,Foxburg,PA,16036,41.14657,-79.67551,2
Harmony_PA,Harmony,PA,16037,40.808371,-80.109505,3
Harrisville_PA,Harrisville,PA,16038,41.213175,-79.941525,2
Karns City_PA,Karns City,PA,16041,40.988411,-79.726682,1
Mars_PA,Mars,PA,16046,40.694909,-79.985413,10
Prospect_PA,Prospect,PA,16052,40.903668,-80.043133,1
Renfrew_PA,Renfrew,PA,16053,40.825513,-80.013946,1
Sarver_PA,Sarver,PA,16055,40.722195,-79.754474,1
Freeport_PA,Freeport,PA,16055,40.701993,-79.718697,1
Saxonburg_PA,Saxonburg,PA,16056,40.74889,-79.829322,4
Slippery Rock_PA,Slippery Rock,PA,16057,41.070049,-80.062248,3
West Sunbury_PA,West Sunbury,PA,16061,41.058434,-79.89959,2
Zelienople_PA,Zelienople,PA,16063,40.793059,-80.126696,6
Cranberry Twp_PA,Cranberry Twp,PA,16066,40.695331,-80.127457,3
New Castle_PA,New Castle,PA,16101,41.014345,-80.260905,43
New Castle_PA,New Castle,PA,16102,40.973127,-80.373273,8
New Castle_PA,New Castle,PA,16105,41.066657,-80.348372,10
Philadelphia_PA,Philadelphia,PA,16106,39.976091,-75.228551,1
Bessemer_PA,Bessemer,PA,16112,40.979381,-80.453146,2
Darlington_PA,Darlington,PA,16115,40.806385,-80.368057,2
Ellwood City_PA,Ellwood City,PA,16117,40.870561,-80.284715,19
Farrell_PA,Farrell,PA,16121,41.212902,-80.484232,13
Greenville_PA,Greenville,PA,16125,41.399107,-80.446542,9
Grove City_PA,Grove City,PA,16127,41.160718,-80.099544,19
Hadley_PA,Hadley,PA,16130,41.42729,-80.20926,2
Jamestown_PA,Jamestown,PA,16134,41.485314,-80.433143,2
Mercer_PA,Mercer,PA,16137,41.224278,-80.24812,4
New Wilmington_PA,New Wilmington,PA,16142,41.12369,-80.33668,3
Pulaski_PA,Pulaski,PA,16143,41.111274,-80.431337,1
Sharon_PA,Sharon,PA,16146,41.225851,-80.497787,15
Hermitage_PA,Hermitage,PA,16148,41.245284,-80.448949,11
Sharpsville_PA,Sharpsville,PA,16150,41.255151,-80.475577,5
Stoneboro_PA,Stoneboro,PA,16153,41.344079,-80.179808,6
Volant_PA,Volant,PA,16156,41.072102,-80.153513,1
West Middlesex_PA,West Middlesex,PA,16159,41.173985,-80.449534,4
Wheatland_PA,Wheatland,PA,16161,41.1966,-80.4964,5
Kittanning_PA,Kittanning,PA,16201,40.778469,-79.458603,10
Clarion_PA,Clarion,PA,16214,41.218652,-79.389239,6
Cowansville_PA,Cowansville,PA,16218,40.916586,-79.606888,1
Dayton_PA,Dayton,PA,16222,40.882344,-79.2394,1
Ford City_PA,Ford City,PA,16226,40.763976,-79.517279,3
Freeport_PA,Freeport,PA,16229,40.673288,-79.68624,3
Hawthorn_PA,Hawthorn,PA,16230,41.024114,-79.272257,2
Knox_PA,Knox,PA,16232,41.229097,-79.534901,5
Marienville_PA,Marienville,PA,16239,41.473215,-79.125892,2
New Bethlehem_PA,New Bethlehem,PA,16242,40.971272,-79.330505,8
Rimersburg_PA,Rimersburg,PA,16248,41.033939,-79.500193,6
Rural Valley_PA,Rural Valley,PA,16249,40.794289,-79.270521,2
Shippenville_PA,Shippenville,PA,16254,41.236029,-79.421621,1
Sligo_PA,Sligo,PA,16255,41.111764,-79.493076,1
Strattanville_PA,Strattanville,PA,16258,41.184069,-79.275115,2
Oil City_PA,Oil City,PA,16301,41.422059,-79.712713,15
Clarendon_PA,Clarendon,PA,16313,41.779898,-79.093262,1
Cochranton_PA,Cochranton,PA,16314,41.523385,-80.053772,2
Conneaut Lake_PA,Conneaut Lake,PA,16316,41.605895,-80.323565,2
Cooperstown_PA,Cooperstown,PA,16317,41.512615,-79.781865,1
Franklin_PA,Franklin,PA,16323,41.370874,-79.846691,22
Guys Mills_PA,Guys Mills,PA,16327,41.655008,-79.938873,1
Meadville_PA,Meadville,PA,16335,41.63671,-80.13867,34
Pleasantville_PA,Pleasantville,PA,16341,41.596786,-79.579947,1
Polk_PA,Polk,PA,16342,41.363357,-79.930808,1
Russell_PA,Russell,PA,16345,41.936238,-79.142445,2
Seneca_PA,Seneca,PA,16346,41.366848,-79.713105,2
Sheffield_PA,Sheffield,PA,16347,41.716528,-79.044594,1
Sugar Grove_PA,Sugar Grove,PA,16350,41.980156,-79.339322,1
Tidioute_PA,Tidioute,PA,16351,41.683746,-79.402334,4
Tionesta_PA,Tionesta,PA,16353,41.492868,-79.454572,4
Titusville_PA,Titusville,PA,16354,41.63086,-79.66851,7
Townville_PA,Townville,PA,16360,41.68473,-79.8974,1
Utica_PA,Utica,PA,16362,41.434175,-79.959176,1
Venus_PA,Venus,PA,16364,41.371105,-79.540312,1
Warren_PA,Warren,PA,16365,41.857544,-79.135508,10
Youngsville_PA,Youngsville,PA,16371,41.85061,-79.32501,3
Kennerdell_PA,Kennerdell,PA,16374,41.280044,-79.747052,1
Albion_PA,Albion,PA,16401,41.887785,-80.350253,6
Cambridge Springs_PA,Cambridge Springs,PA,16403,41.79942,-80.067062,6
Conneautville_PA,Conneautville,PA,16406,41.775656,-80.363211,2
Corry_PA,Corry,PA,16407,41.918092,-79.625597,6
East Springfield_PA,East Springfield,PA,16411,41.963769,-80.404023,1
Edinboro_PA,Edinboro,PA,16412,41.882348,-80.148927,7
Fairview_PA,Fairview,PA,16415,42.031276,-80.257839,5
Girard_PA,Girard,PA,16417,42.008121,-80.33399,6
Harborcreek_PA,Harborcreek,PA,16421,42.162311,-79.954606,7
Lake City_PA,Lake City,PA,16423,42.009448,-80.344875,1
Linesville_PA,Linesville,PA,16424,41.65444,-80.416715,2
Mc Kean_PA,Mc Kean,PA,16426,41.99778,-80.146152,1
Mill Village_PA,Mill Village,PA,16427,41.876125,-79.970375,1
North East_PA,North East,PA,16428,42.22363,-79.82675,4
Saegertown_PA,Saegertown,PA,16433,41.723736,-80.166602,2
Spartansburg_PA,Spartansburg,PA,16434,41.825049,-79.687835,1
Union City_PA,Union City,PA,16438,41.889941,-79.838645,6
Waterford_PA,Waterford,PA,16441,41.944321,-79.983411,3
Sheffield_PA,Sheffield,PA,16471,41.698988,-79.024512,1
Erie_PA,Erie,PA,16501,42.12038,-80.080135,15
Erie_PA,Erie,PA,16502,42.106039,-80.092436,10
Erie_PA,Erie,PA,16503,42.137719,-80.059701,33
Erie_PA,Erie,PA,16504,42.116572,-80.05654,7
Erie_PA,Erie,PA,16505,42.11266,-80.119909,7
Erie_PA,Erie,PA,16506,42.084315,-80.140162,8
Erie_PA,Erie,PA,16507,42.142217,-80.054774,13
Erie_PA,Erie,PA,16508,42.102366,-80.082188,6
Erie_PA,Erie,PA,16509,42.10169,-80.082456,30
Erie_PA,Erie,PA,16510,42.130218,-80.038501,13
Erie_PA,Erie,PA,16511,42.144791,-80.042527,10
Altoona_PA,Altoona,PA,16601,40.537364,-78.387191,18
Altoona_PA,Altoona,PA,16602,40.50841,-78.397981,35
Alexandria_PA,Alexandria,PA,16611,40.563744,-78.076251,2
Bellwood_PA,Bellwood,PA,16617,40.594268,-78.325713,4
Cassville_PA,Cassville,PA,16623,40.267967,-78.058565,1
Claysburg_PA,Claysburg,PA,16625,40.294028,-78.465259,5
Cresson_PA,Cresson,PA,16630,40.450783,-78.563086,11
Defiance_PA,Defiance,PA,16633,40.160621,-78.229002,1
Duncansville_PA,Duncansville,PA,16635,40.418591,-78.447645,6
Flinton_PA,Flinton,PA,16640,40.700597,-78.541223,2
Gallitzin_PA,Gallitzin,PA,16641,40.480448,-78.555662,1
Hastings_PA,Hastings,PA,16646,40.6819,-78.6444,3
Hollidaysburg_PA,Hollidaysburg,PA,16648,40.43574,-78.39313,4
Houtzdale_PA,Houtzdale,PA,16651,40.829561,-78.402811,12
Huntingdon_PA,Huntingdon,PA,16652,40.484727,-78.012783,15
James Creek_PA,James Creek,PA,16657,40.311294,-78.121346,1
Loysburg_PA,Loysburg,PA,16659,40.177375,-78.38024,2
Martinsburg_PA,Martinsburg,PA,16662,40.305592,-78.340203,2
Osceola Mills_PA,Osceola Mills,PA,16666,40.848553,-78.271798,1
Patton_PA,Patton,PA,16668,40.632788,-78.627715,2
Roaring Spring_PA,Roaring Spring,PA,16673,40.332689,-78.385633,2
Robertsdale_PA,Robertsdale,PA,16674,40.1742,-78.1092,1
Saxton_PA,Saxton,PA,16678,40.214205,-78.250035,4
Tyrone_PA,Tyrone,PA,16686,40.674117,-78.249649,3
Waterfall_PA,Waterfall,PA,16689,40.083101,-78.065476,2
Westover_PA,Westover,PA,16692,40.778346,-78.726279,3
Williamsburg_PA,Williamsburg,PA,16693,40.46,-78.2025,2
Bradford_PA,Bradford,PA,16701,41.967158,-78.618463,20
Austin_PA,Austin,PA,16720,41.626627,-78.089282,2
Duke Center_PA,Duke Center,PA,16729,41.937679,-78.47462,1
Eldred_PA,Eldred,PA,16731,41.954628,-78.38317,1
Kane_PA,Kane,PA,16735,41.655198,-78.813707,6
Port Allegany_PA,Port Allegany,PA,16743,41.8161,-78.270919,3
Shinglehouse_PA,Shinglehouse,PA,16748,41.959463,-78.183461,3
Smethport_PA,Smethport,PA,16749,41.802393,-78.442924,4
State College_PA,State College,PA,16801,40.76693,-77.883796,13
State College_PA,State College,PA,16803,40.786736,-77.904833,4
Wingate_PA,Wingate,PA,16823,40.935596,-77.812282,2
Bellefonte_PA,Bellefonte,PA,16823,40.893766,-77.810892,18
Pleasant Gap_PA,Pleasant Gap,PA,16823,40.866015,-77.740358,2
Bigler_PA,Bigler,PA,16825,40.985446,-78.306426,1
Blanchard_PA,Blanchard,PA,16826,41.061814,-77.596405,1
Center Hall_PA,Center Hall,PA,16828,40.84644,-77.68796,1
Clearfield_PA,Clearfield,PA,16830,41.038441,-78.437947,11
Curwensville_PA,Curwensville,PA,16833,40.967693,-78.518925,2
Frenchville_PA,Frenchville,PA,16836,41.087186,-78.278804,1
Grampian_PA,Grampian,PA,16838,40.968638,-78.619043,1
Hawk Run_PA,Hawk Run,PA,16840,40.9478,-78.2131,3
Howard_PA,Howard,PA,16841,41.014622,-77.656854,1
Morrisdale_PA,Morrisdale,PA,16858,40.97917,-78.202709,2
Philipsburg_PA,Philipsburg,PA,16866,40.89979,-78.21575,8
Pine Grove Mills_PA,Pine Grove Mills,PA,16868,40.733611,-77.88979,1
Port Matilda_PA,Port Matilda,PA,16870,40.800447,-78.050407,2
Rebersburg_PA,Rebersburg,PA,16872,40.944231,-77.442177,1
Snow Shoe_PA,Snow Shoe,PA,16874,41.027781,-77.942634,1
Spring Mills_PA,Spring Mills,PA,16875,40.876667,-77.528761,2
Wellsboro_PA,Wellsboro,PA,16901,41.742184,-77.299364,6
Blossburg_PA,Blossburg,PA,16912,41.680472,-77.063284,2
Coudersport_PA,Coudersport,PA,16915,41.764161,-78.025339,7
Elkland_PA,Elkland,PA,16920,41.98735,-77.310501,2
Galeton_PA,Galeton,PA,16922,41.736597,-77.639016,1
Gillett_PA,Gillett,PA,16925,41.949212,-76.754027,1
Liberty_PA,Liberty,PA,16930,41.558127,-77.113298,2
Mansfield_PA,Mansfield,PA,16933,41.806082,-77.080088,4
Millerton_PA,Millerton,PA,16936,41.975489,-76.907081,1
Tioga_PA,Tioga,PA,16946,41.957187,-77.108783,2
Troy_PA,Troy,PA,16947,41.779302,-76.793273,9
Ulysses_PA,Ulysses,PA,16948,41.924745,-77.737662,2
Westfield_PA,Westfield,PA,16950,41.919322,-77.564828,4
Annville_PA,Annville,PA,17003,40.32707,-76.51418,3
East Hanover_PA,East Hanover,PA,17003,40.398888,-76.58228,1
Belleville_PA,Belleville,PA,17004,40.608617,-77.724362,1
Blain_PA,Blain,PA,17006,40.340033,-77.514658,1
Boiling Springs_PA,Boiling Springs,PA,17007,40.16664,-77.07919,8
Camp Hill_PA,Camp Hill,PA,17011,40.2387,-76.92532,12
Carlisle_PA,Carlisle,PA,17013,40.19831,-77.2933,16
Cornwall_PA,Cornwall,PA,17016,40.275333,-76.414147,1
Dalmatia_PA,Dalmatia,PA,17017,40.652219,-76.899254,1
Dauphin_PA,Dauphin,PA,17018,40.37951,-76.93284,1
Dillsburg_PA,Dillsburg,PA,17019,40.096081,-77.059371,5
Duncannon_PA,Duncannon,PA,17020,40.353437,-77.003274,3
Elizabethtown_PA,Elizabethtown,PA,17022,40.173021,-76.557735,7
Elizabethville_PA,Elizabethville,PA,17023,40.55063,-76.81694,1
Elliottsburg_PA,Elliottsburg,PA,17024,40.383586,-77.299817,2
Enola_PA,Enola,PA,17025,40.284927,-76.985412,4
Fredericksburg_PA,Fredericksburg,PA,17026,40.434933,-76.448146,3
Grantville_PA,Grantville,PA,17028,40.3623,-76.67435,1
Halifax_PA,Halifax,PA,17032,40.49559,-76.85223,4
Hershey_PA,Hershey,PA,17033,40.281134,-76.643737,9
Honey Grove_PA,Honey Grove,PA,17035,40.436437,-77.575086,1
Hummelstown_PA,Hummelstown,PA,17036,40.26115,-76.70112,7
Jonestown_PA,Jonestown,PA,17038,40.448796,-76.519588,2
Cleona_PA,Cleona,PA,17042,40.335544,-76.473287,1
Lebanon_PA,Lebanon,PA,17042,40.316902,-76.367772,17
Lemoyne_PA,Lemoyne,PA,17043,40.24645,-76.89819,2
Lewistown_PA,Lewistown,PA,17044,40.59509,-77.559749,20
Liverpool_PA,Liverpool,PA,17045,40.637699,-77.000786,1
Lebanon_PA,Lebanon,PA,17046,40.36951,-76.43571,12
Loysville_PA,Loysville,PA,17047,40.368775,-77.346142,1
Lykens_PA,Lykens,PA,17048,40.566371,-76.756548,4
McAlisterville_PA,McAlisterville,PA,17049,40.658315,-77.216981,2
Mechanicsburg_PA,Mechanicsburg,PA,17050,40.234377,-76.974559,8
Mc Veytown_PA,Mc Veytown,PA,17051,40.546087,-77.669296,2
Mapleton Depot_PA,Mapleton Depot,PA,17052,40.403498,-77.944034,1
Mechanicsburg_PA,Mechanicsburg,PA,17055,40.206887,-77.0025,13
Middletown_PA,Middletown,PA,17057,40.19169,-76.67935,13
Mifflin_PA,Mifflin,PA,17058,40.565327,-77.406646,1
Mifflintown_PA,Mifflintown,PA,17059,40.564459,-77.394619,4
Mill Creek_PA,Mill Creek,PA,17060,40.436518,-77.927976,2
Millersburg_PA,Millersburg,PA,17061,40.53138,-76.9622,3
Millerstown_PA,Millerstown,PA,17062,40.551672,-77.151598,3
Milroy_PA,Milroy,PA,17063,40.713721,-77.576327,1
Mt Holly Springs_PA,Mt Holly Springs,PA,17065,40.117287,-77.193333,2
Mt Union_PA,Mt Union,PA,17066,40.379237,-77.864012,6
Myerstown_PA,Myerstown,PA,17067,40.368233,-76.329951,4
New Bloomfield_PA,New Bloomfield,PA,17068,40.418136,-77.196473,1
New Cumberland_PA,New Cumberland,PA,17070,40.226868,-76.873471,4
Newport_PA,Newport,PA,17074,40.480244,-77.137836,3
Palmyra_PA,Palmyra,PA,17078,40.30834,-76.58425,7
Port Royal_PA,Port Royal,PA,17082,40.53458,-77.39203,1
Reedsville_PA,Reedsville,PA,17084,40.686462,-77.594273,4
Richfield_PA,Richfield,PA,17086,40.673601,-77.173424,1
Richland_PA,Richland,PA,17087,40.355846,-76.234438,1
Shermans Dale_PA,Shermans Dale,PA,17090,40.363113,-77.168917,1
Thompsontown_PA,Thompsontown,PA,17094,40.565426,-77.238351,4
Williamstown_PA,Williamstown,PA,17098,40.584411,-76.622296,2
Harrisburg_PA,Harrisburg,PA,17101,40.260208,-76.880693,12
Harrisburg_PA,Harrisburg,PA,17102,40.269517,-76.884564,18
Penbrook_PA,Penbrook,PA,17103,40.277247,-76.849075,1
Harrisburg_PA,Harrisburg,PA,17103,40.27082,-76.86801,9
Harrisburg_PA,Harrisburg,PA,17104,40.25349,-76.86399,16
Harrisburg_PA,Harrisburg,PA,17109,40.293613,-76.810214,9
Harrisburg_PA,Harrisburg,PA,17110,40.270314,-76.885141,7
Harrisburg_PA,Harrisburg,PA,17111,40.278608,-76.80624,13
Harrisburg_PA,Harrisburg,PA,17112,40.310153,-76.829834,7
Steelton_PA,Steelton,PA,17113,40.239622,-76.817863,14
Chambersburg_PA,Chambersburg,PA,17201,39.95592,-77.636389,26
Chambersburg_PA,Chambersburg,PA,17202,39.968723,-77.583606,1
Fayetteville_PA,Fayetteville,PA,17222,39.910339,-77.549984,1
Greencastle_PA,Greencastle,PA,17225,39.780638,-77.720395,4
Lurgan_PA,Lurgan,PA,17232,40.09952,-77.63837,1
McConnellsburg_PA,McConnellsburg,PA,17233,39.929177,-77.999026,4
Marion_PA,Marion,PA,17235,39.85698,-77.695473,1
Mercersburg_PA,Mercersburg,PA,17236,39.78733,-77.89989,5
Newville_PA,Newville,PA,17241,40.16068,-77.38712,5
Rockhill Furnace_PA,Rockhill Furnace,PA,17249,40.240845,-77.89711,1
St Thomas_PA,St Thomas,PA,17252,39.919042,-77.797713,1
Scotland_PA,Scotland,PA,17254,39.968572,-77.593659,1
Shade Gap_PA,Shade Gap,PA,17255,40.176514,-77.864986,1
Shippensburg_PA,Shippensburg,PA,17257,40.05753,-77.522441,10
South Mountain_PA,South Mountain,PA,17261,39.8475,-77.4994,1
Three Springs_PA,Three Springs,PA,17264,40.196547,-78.0099,2
Warfordsburg_PA,Warfordsburg,PA,17267,39.793133,-78.201744,2
Waynesboro_PA,Waynesboro,PA,17268,39.756076,-77.590147,10
Willow Hill_PA,Willow Hill,PA,17271,40.119294,-77.783857,3
Arendtsville_PA,Arendtsville,PA,17303,39.919319,-77.298708,1
Bendersville_PA,Bendersville,PA,17306,39.98459,-77.246436,1
Biglerville_PA,Biglerville,PA,17307,39.934068,-77.246492,3
Brogue_PA,Brogue,PA,17309,39.860918,-76.46069,1
Cashtown_PA,Cashtown,PA,17310,39.879361,-77.349392,2
Dallastown_PA,Dallastown,PA,17313,39.898876,-76.646898,3
Yoe_PA,Yoe,PA,17313,39.909784,-76.636986,1
Dallastown_PA,Dallastown,PA,17313,39.896757,-76.625499,3
Delta_PA,Delta,PA,17314,39.731849,-76.317461,1
Dover_PA,Dover,PA,17315,39.996005,-76.8626,6
East Berlin_PA,East Berlin,PA,17316,40.016777,-76.980923,1
East Prospect_PA,East Prospect,PA,17317,39.967567,-76.517742,1
Etters_PA,Etters,PA,17319,40.131306,-76.80019,2
Fairfield_PA,Fairfield,PA,17320,39.781718,-77.375323,3
Fawn Grove_PA,Fawn Grove,PA,17321,39.72733,-76.450611,4
Gettysburg_PA,Gettysburg,PA,17325,39.827504,-77.227242,15
Glen Rock_PA,Glen Rock,PA,17327,39.763095,-76.770517,4
Glenville_PA,Glenville,PA,17329,39.763423,-76.854846,1
Hanover_PA,Hanover,PA,17331,39.808592,-77.008366,19
Lewisberry_PA,Lewisberry,PA,17339,40.179742,-76.843576,4
Littlestown_PA,Littlestown,PA,17340,39.749388,-77.086996,4
Mc Sherrystown_PA,Mc Sherrystown,PA,17344,39.8037,-77.012,4
Manchester_PA,Manchester,PA,17345,40.061879,-76.710283,5
Mt Wolf_PA,Mt Wolf,PA,17347,40.060513,-76.703756,1
New Oxford_PA,New Oxford,PA,17350,39.870246,-77.053966,8
Red Lion_PA,Red Lion,PA,17356,39.839761,-76.619087,6
Shrewsbury_PA,Shrewsbury,PA,17361,39.760167,-76.67839,1
Spring Grove_PA,Spring Grove,PA,17362,39.909375,-76.884561,4
Stewartstown_PA,Stewartstown,PA,17363,39.762257,-76.589484,5
Thomasville_PA,Thomasville,PA,17364,39.916621,-76.920335,1
Wellsville_PA,Wellsville,PA,17365,40.052055,-76.938873,1
Windsor_PA,Windsor,PA,17366,39.922717,-76.588601,1
Wrightsville_PA,Wrightsville,PA,17368,39.9983,-76.5256,3
York Haven_PA,York Haven,PA,17370,40.106905,-76.71766,1
York Springs_PA,York Springs,PA,17372,39.980721,-77.082899,3
York_PA,York,PA,17401,39.8823,-76.621,6
York_PA,York,PA,17402,39.994575,-76.64073,9
York_PA,York,PA,17403,39.968546,-76.716073,25
York_PA,York,PA,17404,40.011402,-76.753138,14
York_PA,York,PA,17406,40.011666,-76.749917,5
Hellam_PA,Hellam,PA,17406,40.005051,-76.61082,1
York_PA,York,PA,17408,39.899196,-76.796049,7
Akron_PA,Akron,PA,17501,40.15372,-76.198496,1
Bainbridge_PA,Bainbridge,PA,17502,40.095516,-76.671374,1
Brownstown_PA,Brownstown,PA,17508,40.123581,-76.210693,2
Christiana_PA,Christiana,PA,17509,39.89157,-76.06783,1
Columbia_PA,Columbia,PA,17512,40.038591,-76.49402,8
Conestoga_PA,Conestoga,PA,17516,39.94773,-76.33613,1
Denver_PA,Denver,PA,17517,40.227773,-76.147126,4
East Earl_PA,East Earl,PA,17519,40.115725,-76.044271,1
East Petersburg_PA,East Petersburg,PA,17520,40.095448,-76.356679,1
Ephrata_PA,Ephrata,PA,17522,40.21973,-76.23732,9
Gap_PA,Gap,PA,17527,40.01947,-76.00371,1
Holtwood_PA,Holtwood,PA,17532,39.88561,-76.29446,1
Kinzers_PA,Kinzers,PA,17535,40.020885,-76.06634,2
Lampeter_PA,Lampeter,PA,17537,39.995403,-76.234072,4
Landisville_PA,Landisville,PA,17538,40.086321,-76.41137,4
Leola_PA,Leola,PA,17540,40.088417,-76.192574,1
Lititz_PA,Lititz,PA,17543,40.122394,-76.325118,7
Manheim_PA,Manheim,PA,17545,40.1713,-76.392594,5
Marietta_PA,Marietta,PA,17547,40.061609,-76.548152,3
Maytown_PA,Maytown,PA,17550,40.077611,-76.583117,1
Millersville_PA,Millersville,PA,17551,40.01298,-76.3546,7
Mt Joy_PA,Mt Joy,PA,17552,40.096965,-76.507087,3
Mountville_PA,Mountville,PA,17554,40.041498,-76.427318,1
New Holland_PA,New Holland,PA,17557,40.11216,-76.069523,3
New Providence_PA,New Providence,PA,17560,39.91494,-76.20957,1
Paradise_PA,Paradise,PA,17562,40.006291,-76.106618,1
Pequea_PA,Pequea,PA,17565,39.92706,-76.30985,1
Quarryville_PA,Quarryville,PA,17566,39.808742,-76.157803,5
Reamstown_PA,Reamstown,PA,17567,40.208147,-76.125954,1
Rheems_PA,Rheems,PA,17570,40.127925,-76.570408,1
Stevens_PA,Stevens,PA,17578,40.242954,-76.178274,1
Strasburg_PA,Strasburg,PA,17579,39.980844,-76.181856,1
Washington Boro_PA,Washington Boro,PA,17582,39.985126,-76.397805,2
Willow Street_PA,Willow Street,PA,17584,39.970299,-76.287716,1
Lancaster_PA,Lancaster,PA,17601,40.061784,-76.339086,12
Lancaster_PA,Lancaster,PA,17602,40.039764,-76.2954,32
Lancaster_PA,Lancaster,PA,17603,40.050444,-76.362977,31
Lancaster_PA,Lancaster,PA,17606,40.099984,-76.304378,1
Williamsport_PA,Williamsport,PA,17701,41.26017,-76.96437,16
Williamsport_PA,Williamsport,PA,17702,41.15068,-77.16294,1
South Williamsport_PA,South Williamsport,PA,17702,41.228913,-76.999193,3
Canton_PA,Canton,PA,17724,41.657534,-76.843457,4
Cogan Station_PA,Cogan Station,PA,17728,41.301959,-77.058821,1
Hughesville_PA,Hughesville,PA,17737,41.236597,-76.733882,3
Jersey Shore_PA,Jersey Shore,PA,17740,41.192185,-77.224974,5
Lairdsville_PA,Lairdsville,PA,17742,41.23037,-76.61268,1
Lock Haven_PA,Lock Haven,PA,17745,41.141205,-77.429541,12
Loganton_PA,Loganton,PA,17747,41.034635,-77.297728,2
Mill Hall_PA,Mill Hall,PA,17751,41.112041,-77.507954,5
Montgomery_PA,Montgomery,PA,17752,41.181893,-76.882909,4
Mt Joy_PA,Mt Joy,PA,17752,40.116683,-76.507089,1
Montoursville_PA,Montoursville,PA,17754,41.261215,-76.94671,5
Muncy_PA,Muncy,PA,17756,41.200749,-76.782293,2
Picture Rocks_PA,Picture Rocks,PA,17762,41.28132,-76.71865,1
Renovo_PA,Renovo,PA,17764,41.336729,-77.707673,4
Turbotville_PA,Turbotville,PA,17772,41.09777,-76.771745,3
Watsontown_PA,Watsontown,PA,17777,41.09251,-76.87022,1
Sunbury_PA,Sunbury,PA,17801,40.874978,-76.778434,10
Allenwood_PA,Allenwood,PA,17810,41.126924,-77.02288,1
Beaver Springs_PA,Beaver Springs,PA,17812,40.740972,-77.218832,1
